dateTime,ngl-dual-504.symbolblockchain.io,ngl-dual-502.symbolblockchain.io,ngl-beacon-102.symbolblockchain.io,ngl-dual-001.symbolblockchain.io,ngl-dual-004.symbolblockchain.io,ngl-dual-602.symbolblockchain.io,ngl-dual-203.symbolblockchain.io,ngl-beacon-602.symbolblockchain.io,ngl-beacon-502.symbolblockchain.io,ngl-beacon-001.symbolblockchain.io,ngl-dual-204.symbolblockchain.io,ngl-dual-202.symbolblockchain.io,ngl-dual-002.symbolblockchain.io,ngl-dual-403.symbolblockchain.io,ngl-beacon-302.symbolblockchain.io,ngl-dual-401.symbolblockchain.io,ngl-dual-503.symbolblockchain.io,ngl-beacon-402.symbolblockchain.io,ngl-beacon-202.symbolblockchain.io,ngl-dual-201.symbolblockchain.io,ngl-beacon-401.symbolblockchain.io,ngl-dual-302.symbolblockchain.io,ngl-dual-402.symbolblockchain.io,ngl-dual-003.symbolblockchain.io,ngl-beacon-301.symbolblockchain.io,ngl-dual-604.symbolblockchain.io,ngl-dual-104.symbolblockchain.io,ngl-dual-102.symbolblockchain.io,ngl-dual-103.symbolblockchain.io,ngl-dual-304.symbolblockchain.io,ngl-dual-303.symbolblockchain.io,ngl-beacon-002.symbolblockchain.io,ngl-beacon-201.symbolblockchain.io,ngl-dual-404.symbolblockchain.io,ngl-dual-501.symbolblockchain.io,ngl-dual-601.symbolblockchain.io,ngl-beacon-101.symbolblockchain.io,ngl-beacon-501.symbolblockchain.io,ngl-dual-603.symbolblockchain.io,ngl-dual-101.symbolblockchain.io,ngl-dual-301.symbolblockchain.io,ngl-beacon-601.symbolblockchain.io
2021-03-31,13968.94904,17836.23787,12495.503065,14697.91617,16252.459305,17246.141945,14687.155999999999,16171.337562,15455.16552,0.0,10605.867141,15655.674203,12111.917318,18604.389257,13727.121455,14184.744749,13787.503244,14840.730771,15083.142557,15257.115781999999,15316.274753,14533.731419,12843.913266,15528.679458999999,16508.830046,14058.185694,15015.42798,16314.584452,16654.867915,14597.786583,17713.620439,13725.308273999999,14336.649457,15100.875706,15718.392387,14854.896341,13557.770609,12866.917791,15783.58425,14700.841593,14709.256426,16793.464306
2021-04-30,25401.975303,31063.990228,31244.52027,27986.566114,25787.062734,27962.683826,31609.202232,27038.071958,28142.458791999998,0.0,29239.973239,28321.397003,25763.864419999998,25571.62432,27963.008587,26308.297982,23927.014241,27959.514449,26863.522714,30154.430561,27042.68788,30709.323008,28694.862492,27254.691683,30144.695996,28528.585916,24670.055129,25945.650092,27059.015682999998,27029.139614,30542.084881,27945.575117,25945.884911,26292.670647,30533.290947,25218.333752,25027.873765,26131.867525999998,28885.056774,26863.017068,28517.453176,27603.149687
2021-05-31,25007.220648,24887.72327,26466.772019,28971.843525,23947.041546,26104.708652,21466.599355,23224.362984,23200.703033,0.0,21271.208122,24130.578735,18526.623883,23959.019728,20621.528163,27323.433624,24653.996101,21995.477894,23444.365008,20358.386584,21815.699268,26130.029128,27084.546998,20144.172909,24194.728997000002,22670.34832,22137.690453,25951.205247,22868.29834,19627.575953,25868.278069,25756.459325,22833.991623,22711.947983000002,24931.04806,25720.573375,26834.788826,20920.151495000002,29080.26637,22638.333958,25924.456187,22885.90693
2021-06-30,21832.065516000002,20083.474959,16947.380488,21303.593349000002,17984.265343,23415.609956,20263.195361000002,17120.226591,20780.039369000002,0.0,19918.832567,18517.71661,22537.683014000002,20786.776754000002,20609.340431,20606.441234,24278.148417,17645.797719000002,20784.020604,24451.601858,19911.06336,18861.31043,22361.326035000002,21664.457854,16597.15396,23758.143931000002,20086.030151,20086.131250000002,21310.194910000002,22362.315526000002,22008.577739,22719.277978000002,17818.332759,20615.735353,18168.919299,23926.645789000002,24630.475341,18696.355163,23060.060827,22709.488658000002,21837.727981,23756.614219
2021-07-31,17116.090173,21486.365691000003,20954.96438,23054.286457000002,19909.569507,21127.758813,20084.665615,23231.271839,18861.980663000002,0.0,22882.228161000003,19213.800434,19907.793487000003,18339.975406,19563.650485000002,22710.223222,17815.485606000002,21483.356467,18167.195365,21489.691606,19910.404008,21661.766912,19213.735221000003,25329.570288000003,21493.405574,20259.469588,21484.826421,18523.381381000003,19735.623604,22006.611521000003,20783.586484,19042.609214,22879.371673,19220.531188,22191.07142,23757.104464,18163.155719000002,19386.760707,20437.278284,21309.216903,18690.252883,19565.119402
2021-08-31,19617.66442,21803.911365,20803.098141,19259.967229,19065.687124,20473.432502,18594.773858,19451.467337000002,19730.342536,0.0,21626.584449,20602.831693,17241.443443,16551.451445,20380.336459000002,18419.954264,18939.033921000002,20629.441323,17110.388405,15686.299584,19831.221208,17318.124444,20879.571873,19371.163526,19083.703133,19215.441659,17423.512186,20934.477496,17362.899079,16672.438524,20099.962503,17716.797316,19303.121801,18931.336942,19302.130155,19843.048263,18406.412136,20657.632197,18725.551514,19490.465529,18616.21894,20147.389583
2021-09-30,18890.338974,19891.053582,16549.339047999998,18721.767957,18718.034331,16880.57434,18552.792267,16044.124478,17715.672929,0.0,17885.222776,18216.929980999997,18889.348108,17053.216722999998,18051.697465999998,16046.697031,18886.699871,16050.64077,19391.615357,16883.752947,18221.845749,16882.519297,19389.409001,18552.255607,18219.150720999998,19389.981741,15377.003013,14713.764777999999,20724.568595,15209.235637,17218.201811,16548.303352,17549.859776999998,19393.995601,17047.160949999998,19391.397333999997,17053.069790999998,18719.267380999998,14881.789976,17217.249581,18054.438253,18885.767336999997
2021-10-31,3178.447448,3843.653417,3342.6953439999997,4011.8771699999998,2673.802407,4346.413367,4347.896511,4012.863593,3844.9426829999998,0.0,4344.897113,3009.080837,5015.440908,4513.864971,3342.480735,4346.148166999999,3676.637374,4682.050818,3843.9528419999997,4178.356353,3677.45383,4679.123454,2842.077588,3175.100674,4178.0646289999995,3176.240841,1671.509405,4681.967842999999,3175.36105,3510.805508,4848.272338,4513.815019,4178.356056,2841.94436,4011.557402,3008.363327,2842.018561,3008.109938,3009.216669,5181.065766,4012.9172799999997,3175.4936399999997
